project_id,project_type,terrain_type,terrain_difficulty_score,permit_complexity,permit_delay_months,material_availability,vendor_rating,skilled_manpower_ratio,demand_pressure,start_month,weather_severity_index,planned_cost_lakhs,actual_cost_lakhs,planned_duration_months,actual_duration_months
PG_03770,overhead_line,urban,2,medium,1.5,medium,4.5,78,medium,6,3.99,121,146.8,20,26.3
PG_03771,substation,hilly,4,high,3.0,medium,3.4,78,medium,6,4.62,88,119.1,16,24.6
PG_03772,overhead_line,coastal,3,low,0.5,high,3.1,95,high,1,1.59,80,103.29,34,40.2
PG_03773,substation,hilly,4,high,3.0,medium,3.8,68,medium,8,4.52,134,175.31,23,33.7
PG_03774,overhead_line,forest,5,low,0.5,high,2.7,78,low,9,4.35,134,170.29,22,30.9
PG_03775,overhead_line,hilly,4,low,0.5,low,3.7,73,high,12,1.69,84,137.6,30,39.1
PG_03776,substation,coastal,3,high,3.0,high,4.3,91,medium,9,3.5,157,189.68,26,36.0
PG_03777,substation,urban,2,high,3.0,high,3.3,55,high,8,4.85,141,187.46,28,39.1
PG_03778,underground_cable,coastal,3,high,3.0,medium,4.9,63,low,1,1.67,235,257.49,39,50.8
PG_03779,overhead_line,urban,2,high,3.0,high,3.6,75,high,2,1.66,62,76.95,20,26.5
PG_03780,substation,plain,1,medium,1.5,low,4.6,84,low,2,1.09,125,151.48,27,32.0
PG_03781,substation,hilly,4,low,0.5,medium,4.4,70,medium,12,2.28,180,223.59,16,21.0
PG_03782,underground_cable,urban,2,medium,1.5,medium,4.9,57,low,11,2.13,126,134.58,41,51.0
PG_03783,underground_cable,plain,1,high,3.0,high,3.5,85,medium,8,4.73,218,247.57,33,42.0
PG_03784,substation,urban,2,medium,1.5,low,3.0,60,high,11,2.46,96,149.25,26,33.4
PG_03785,overhead_line,urban,2,medium,1.5,high,3.4,57,high,4,2.9,84,107.89,22,28.9
PG_03786,substation,forest,5,low,0.5,high,3.6,67,medium,3,1.4,83,101.54,14,18.9
PG_03787,underground_cable,plain,1,low,0.5,low,4.0,75,low,4,3.03,203,257.78,40,47.8
PG_03788,overhead_line,plain,1,medium,1.5,medium,2.6,68,high,2,1.78,89,114.64,19,23.2
PG_03789,underground_cable,urban,2,high,3.0,medium,4.9,69,low,7,4.21,157,179.44,20,28.2
PG_03790,substation,hilly,4,medium,1.5,high,3.1,87,medium,4,2.85,134,165.59,24,32.0
PG_03791,underground_cable,plain,1,high,3.0,low,3.5,70,high,3,2.21,126,186.57,25,32.1
PG_03792,underground_cable,hilly,4,low,0.5,medium,4.2,60,high,1,2.25,191,265.29,21,27.7
PG_03793,underground_cable,coastal,3,high,3.0,medium,4.6,87,high,2,1.34,157,211.31,39,50.4
PG_03794,underground_cable,coastal,3,medium,1.5,high,2.7,55,medium,6,3.91,237,291.76,21,29.2
PG_03795,underground_cable,coastal,3,medium,1.5,medium,4.8,55,high,12,2.09,158,206.71,24,31.6
PG_03796,underground_cable,urban,2,high,3.0,low,2.9,91,medium,4,2.84,239,342.86,25,33.1
PG_03797,substation,forest,5,high,3.0,low,3.1,66,high,11,1.82,149,252.06,26,37.4
PG_03798,overhead_line,hilly,4,high,3.0,low,4.7,93,medium,8,4.73,62,91.49,27,37.8
PG_03799,overhead_line,urban,2,high,3.0,high,2.7,60,high,2,1.85,117,149.83,21,28.5
PG_03800,underground_cable,plain,1,medium,1.5,low,4.4,74,high,3,2.23,222,320.38,27,32.7
PG_03801,substation,hilly,4,low,0.5,medium,2.7,60,high,2,1.11,156,222.03,25,32.5
PG_03802,substation,forest,5,high,3.0,medium,4.0,88,low,1,2.26,87,107.55,17,25.0
PG_03803,substation,coastal,3,medium,1.5,medium,2.8,74,medium,9,4.42,111,146.75,18,25.0
PG_03804,substation,coastal,3,medium,1.5,low,4.8,88,medium,6,4.59,170,248.34,20,27.3
PG_03805,overhead_line,urban,2,low,0.5,low,4.0,55,high,3,2.09,103,153.44,34,41.9
PG_03806,substation,plain,1,low,0.5,high,3.0,76,medium,3,2.24,147,161.95,15,17.7
PG_03807,underground_cable,hilly,4,low,0.5,low,3.8,73,high,6,4.59,192,323.71,29,39.0
PG_03808,underground_cable,hilly,4,medium,1.5,medium,4.1,60,high,5,2.97,207,294.17,39,53.1
PG_03809,substation,plain,1,low,0.5,medium,3.4,79,low,11,1.58,142,156.05,15,17.8
PG_03810,underground_cable,urban,2,low,0.5,high,4.3,94,low,11,2.09,156,164.67,38,44.6
PG_03811,underground_cable,urban,2,high,3.0,low,4.8,76,high,2,2.42,245,362.09,21,28.0
PG_03812,underground_cable,hilly,4,low,0.5,medium,3.9,69,high,12,1.56,231,319.37,29,37.1
PG_03813,substation,urban,2,high,3.0,low,3.3,62,medium,10,2.4,128,174.72,22,29.7
PG_03814,underground_cable,hilly,4,low,0.5,medium,3.5,67,high,1,2.34,159,221.74,20,25.8
PG_03815,substation,urban,2,medium,1.5,medium,3.6,60,high,5,3.23,179,244.09,26,34.1
PG_03816,underground_cable,urban,2,low,0.5,high,5.0,60,medium,11,1.21,231,249.94,41,50.5
PG_03817,underground_cable,plain,1,low,0.5,medium,4.2,73,medium,4,2.86,196,226.34,21,25.4
PG_03818,overhead_line,plain,1,low,0.5,medium,4.3,83,high,7,4.11,136,182.01,33,40.4
PG_03819,overhead_line,coastal,3,high,3.0,medium,4.2,62,medium,7,4.54,90,115.03,19,28.3
PG_03820,overhead_line,plain,1,low,0.5,low,3.9,89,medium,5,3.43,125,166.41,25,29.2
PG_03821,overhead_line,hilly,4,low,0.5,medium,4.3,85,high,11,2.45,88,120.5,31,38.7
PG_03822,underground_cable,coastal,3,low,0.5,low,4.4,57,low,11,1.37,131,167.32,26,32.7
PG_03823,substation,plain,1,high,3.0,low,3.7,76,medium,10,1.15,119,152.32,26,32.2
PG_03824,overhead_line,forest,5,medium,1.5,low,3.5,81,low,9,4.38,77,114.93,23,32.8
PG_03825,underground_cable,forest,5,high,3.0,low,4.8,74,medium,10,1.63,139,201.37,23,33.0
PG_03826,substation,hilly,4,medium,1.5,high,3.2,55,medium,6,3.6,124,160.09,16,23.8
PG_03827,substation,forest,5,high,3.0,low,3.5,67,high,11,1.43,150,252.92,14,21.6
PG_03828,substation,coastal,3,medium,1.5,medium,4.6,82,high,5,3.44,174,235.47,17,22.4
PG_03829,substation,urban,2,medium,1.5,low,2.9,80,low,7,4.25,103,142.52,23,30.1
PG_03830,overhead_line,plain,1,high,3.0,high,4.2,77,medium,3,1.32,74,77.07,18,23.1
PG_03831,overhead_line,plain,1,low,0.5,low,3.4,63,medium,12,1.14,141,184.49,20,23.8
PG_03832,overhead_line,coastal,3,low,0.5,low,4.8,88,medium,5,3.02,93,129.68,22,27.6
PG_03833,underground_cable,coastal,3,medium,1.5,high,4.5,64,medium,7,4.17,166,202.53,36,49.8
PG_03834,overhead_line,urban,2,high,3.0,high,3.1,83,high,11,2.09,118,150.17,35,44.1
PG_03835,overhead_line,hilly,4,low,0.5,high,4.6,79,medium,1,1.14,72,82.77,26,32.7
PG_03836,underground_cable,urban,2,medium,1.5,low,4.0,59,low,6,3.81,139,188.81,41,54.6
PG_03837,underground_cable,plain,1,low,0.5,low,4.9,67,low,6,4.42,180,232.24,23,29.1
PG_03838,overhead_line,forest,5,high,3.0,high,3.5,61,high,11,2.08,140,191.54,26,37.3
PG_03839,underground_cable,hilly,4,high,3.0,low,3.3,82,low,6,4.05,161,233.9,24,34.6
PG_03840,substation,hilly,4,medium,1.5,high,2.6,73,high,10,2.06,168,226.94,17,22.8
PG_03841,overhead_line,urban,2,low,0.5,medium,3.2,69,medium,2,1.43,108,129.99,24,29.6
PG_03842,underground_cable,forest,5,low,0.5,medium,2.5,81,medium,12,2.2,127,170.72,28,37.1
PG_03843,substation,plain,1,high,3.0,high,4.0,80,low,2,1.11,96,96.39,24,29.9
PG_03844,underground_cable,urban,2,low,0.5,low,3.7,88,medium,8,4.71,132,185.89,21,25.9
PG_03845,substation,hilly,4,medium,1.5,high,2.9,93,high,2,1.28,95,127.28,16,20.9
PG_03846,overhead_line,hilly,4,high,3.0,high,2.9,62,high,7,3.92,127,180.58,23,34.0
PG_03847,substation,plain,1,low,0.5,medium,4.4,83,low,6,3.98,92,101.78,24,28.8
PG_03848,overhead_line,plain,1,medium,1.5,high,3.2,94,low,3,2.26,88,92.12,23,27.2
PG_03849,substation,hilly,4,medium,1.5,high,4.8,59,low,4,3.21,161,180.53,15,21.3
PG_03850,underground_cable,plain,1,low,0.5,low,3.9,84,low,10,2.42,186,231.72,38,43.8
PG_03851,substation,coastal,3,high,3.0,high,3.6,75,low,2,1.74,178,193.19,22,29.6
PG_03852,substation,urban,2,low,0.5,low,2.9,55,high,1,2.23,122,185.19,21,25.8
PG_03853,underground_cable,forest,5,low,0.5,low,2.7,62,high,1,2.26,189,317.01,20,26.7
PG_03854,underground_cable,urban,2,medium,1.5,high,3.4,58,medium,1,2.14,121,136.4,28,35.7
PG_03855,overhead_line,hilly,4,low,0.5,high,4.3,55,low,1,1.53,77,85.73,31,40.9
PG_03856,overhead_line,coastal,3,low,0.5,low,5.0,56,medium,1,1.64,105,139.85,21,26.7
PG_03857,underground_cable,hilly,4,medium,1.5,high,2.7,83,low,2,1.83,178,207.75,35,45.5
PG_03858,substation,urban,2,medium,1.5,medium,3.1,74,medium,1,1.35,87,102.37,23,28.4
PG_03859,substation,coastal,3,medium,1.5,high,3.1,72,high,3,2.12,98,129.7,26,33.8
PG_03860,substation,urban,2,high,3.0,high,2.5,57,medium,5,2.88,121,144.65,17,24.6
PG_03861,overhead_line,forest,5,high,3.0,high,4.6,80,low,3,2.39,101,117.26,23,33.2
PG_03862,underground_cable,urban,2,low,0.5,medium,4.0,78,high,11,1.82,145,191.65,40,48.3
PG_03863,substation,plain,1,medium,1.5,low,2.7,70,medium,10,1.89,180,240.06,17,21.1
PG_03864,substation,coastal,3,medium,1.5,high,3.1,58,medium,11,2.37,95,112.52,23,30.8
PG_03865,substation,forest,5,medium,1.5,high,4.2,76,high,7,4.05,157,222.01,26,36.7
PG_03866,overhead_line,coastal,3,medium,1.5,medium,2.9,75,high,4,3.38,97,138.43,22,29.2
PG_03867,overhead_line,hilly,4,low,0.5,low,4.2,90,high,5,3.06,116,189.64,24,30.9
PG_03868,substation,coastal,3,low,0.5,low,3.2,62,medium,2,2.14,137,192.39,17,21.6
PG_03869,underground_cable,hilly,4,low,0.5,medium,2.7,78,medium,2,2.18,177,229.71,21,27.2
PG_03870,overhead_line,forest,5,low,0.5,medium,4.0,61,medium,11,1.24,108,136.96,28,37.4
PG_03871,substation,urban,2,high,3.0,high,4.3,64,high,11,2.02,176,217.79,14,20.0
PG_03872,underground_cable,forest,5,high,3.0,high,3.2,87,high,5,3.2,226,325.24,29,41.4
PG_03873,overhead_line,coastal,3,low,0.5,low,3.9,80,low,6,4.81,85,117.69,32,41.3
PG_03874,overhead_line,plain,1,medium,1.5,medium,3.5,94,low,2,1.13,131,139.04,20,23.2
PG_03875,underground_cable,plain,1,low,0.5,high,3.7,87,high,1,1.92,198,242.12,29,33.5
PG_03876,substation,coastal,3,low,0.5,medium,3.4,71,high,10,2.01,107,143.84,23,28.3
PG_03877,overhead_line,urban,2,low,0.5,high,3.6,65,medium,3,1.95,89,98.5,18,22.0
PG_03878,underground_cable,urban,2,medium,1.5,medium,4.4,90,low,4,2.95,179,201.21,23,28.8
PG_03879,overhead_line,forest,5,high,3.0,medium,2.9,77,medium,5,2.63,129,175.2,23,33.8
PG_03880,substation,hilly,4,low,0.5,low,4.6,72,high,10,2.21,138,214.78,20,25.5
PG_03881,underground_cable,urban,2,low,0.5,medium,2.8,84,medium,5,2.74,203,248.7,30,36.2
PG_03882,underground_cable,plain,1,high,3.0,medium,2.5,74,high,12,2.28,163,213.4,33,40.8
PG_03883,substation,coastal,3,low,0.5,low,4.7,80,low,2,1.76,80,103.69,19,23.6
PG_03884,overhead_line,plain,1,medium,1.5,low,3.5,66,low,4,3.33,146,189.62,22,28.2
PG_03885,substation,forest,5,high,3.0,low,4.3,74,high,10,1.59,135,221.89,24,34.4
PG_03886,substation,hilly,4,medium,1.5,low,4.3,57,high,6,3.85,106,179.29,21,30.4
PG_03887,substation,forest,5,high,3.0,medium,4.8,75,low,1,2.03,168,198.67,21,30.1
PG_03888,underground_cable,forest,5,high,3.0,medium,4.2,70,low,2,1.99,207,249.23,28,39.5
PG_03889,underground_cable,hilly,4,high,3.0,low,3.3,77,medium,4,3.19,149,223.82,35,48.5
PG_03890,substation,urban,2,medium,1.5,high,2.8,92,high,9,4.92,128,172.94,15,19.8
PG_03891,overhead_line,forest,5,low,0.5,medium,3.4,82,low,8,3.57,97,127.77,30,41.7
PG_03892,substation,hilly,4,high,3.0,medium,3.1,91,medium,9,4.63,109,147.54,24,34.6
PG_03893,overhead_line,urban,2,medium,1.5,low,3.4,77,medium,10,1.57,84,112.12,26,31.6
PG_03894,overhead_line,forest,5,high,3.0,low,3.3,57,low,3,1.48,111,157.71,29,41.7
PG_03895,substation,urban,2,high,3.0,low,3.1,59,medium,10,1.76,177,240.57,18,24.7
PG_03896,substation,urban,2,low,0.5,medium,3.4,70,medium,7,3.94,178,220.12,27,34.2
PG_03897,overhead_line,hilly,4,low,0.5,medium,3.3,81,high,1,1.09,98,137.61,21,26.6
PG_03898,underground_cable,forest,5,high,3.0,low,3.3,86,high,4,3.28,201,345.51,42,58.1
PG_03899,overhead_line,plain,1,medium,1.5,high,3.6,71,medium,7,4.43,63,73.51,30,38.8
PG_03900,underground_cable,plain,1,low,0.5,low,2.7,69,low,6,4.49,248,334.9,30,37.4
PG_03901,overhead_line,urban,2,high,3.0,medium,2.6,66,medium,1,1.54,139,169.72,33,43.2
PG_03902,overhead_line,hilly,4,high,3.0,medium,2.8,60,medium,1,1.47,104,131.25,31,42.6
PG_03903,substation,urban,2,low,0.5,low,2.9,94,high,11,1.59,91,140.08,25,29.1
PG_03904,underground_cable,hilly,4,high,3.0,low,3.0,79,medium,2,2.22,174,251.24,39,51.3
PG_03905,overhead_line,forest,5,high,3.0,low,3.4,81,high,9,4.61,113,202.98,30,44.5
PG_03906,substation,urban,2,low,0.5,medium,4.2,57,low,5,2.87,167,189.32,19,24.4
PG_03907,underground_cable,urban,2,medium,1.5,medium,4.1,66,low,12,1.8,124,135.92,21,26.6
PG_03908,underground_cable,urban,2,low,0.5,high,4.1,80,low,1,1.79,207,216.62,21,25.1
PG_03909,overhead_line,plain,1,high,3.0,medium,3.4,80,low,5,2.75,143,159.45,34,42.6
PG_03910,overhead_line,hilly,4,low,0.5,high,4.7,64,medium,2,2.47,117,138.16,22,29.2
PG_03911,substation,urban,2,high,3.0,medium,3.9,86,high,8,3.96,129,177.93,24,32.4
PG_03912,underground_cable,coastal,3,medium,1.5,high,3.9,88,low,4,3.33,204,226.28,36,45.4
PG_03913,substation,coastal,3,medium,1.5,low,3.2,93,high,2,1.03,92,143.84,26,32.0
PG_03914,overhead_line,plain,1,medium,1.5,high,4.3,82,medium,6,4.06,101,116.17,25,32.1
PG_03915,overhead_line,forest,5,medium,1.5,high,3.2,67,low,9,4.14,122,150.97,31,44.4
PG_03916,underground_cable,forest,5,high,3.0,low,3.9,70,medium,11,1.08,189,278.92,28,39.7
PG_03917,overhead_line,forest,5,high,3.0,medium,4.5,85,high,11,1.08,129,180.54,18,25.8
PG_03918,overhead_line,forest,5,medium,1.5,high,4.4,85,high,10,1.12,107,142.55,23,30.6
PG_03919,overhead_line,coastal,3,low,0.5,medium,3.3,67,medium,4,3.41,100,126.51,36,46.6
PG_03920,underground_cable,forest,5,low,0.5,high,4.1,86,medium,4,3.35,233,293.09,34,45.6
PG_03921,underground_cable,plain,1,medium,1.5,high,3.0,91,medium,7,4.15,226,265.42,31,38.5
PG_03922,substation,forest,5,high,3.0,high,4.6,68,high,10,1.79,102,135.37,15,22.5
PG_03923,underground_cable,urban,2,high,3.0,medium,4.4,63,high,7,4.99,158,215.64,22,31.0
PG_03924,substation,forest,5,high,3.0,medium,3.2,68,high,6,4.11,148,225.56,20,30.4
PG_03925,underground_cable,plain,1,medium,1.5,medium,4.3,65,medium,5,3.37,219,253.72,34,42.6
PG_03926,overhead_line,forest,5,medium,1.5,high,2.6,72,high,7,4.45,99,145.31,30,42.4
PG_03927,underground_cable,hilly,4,high,3.0,low,3.5,91,high,6,4.98,166,288.9,36,50.7
PG_03928,substation,forest,5,medium,1.5,medium,4.4,87,medium,10,1.65,88,112.95,15,20.9
PG_03929,underground_cable,coastal,3,medium,1.5,medium,4.5,88,low,10,1.68,187,214.87,20,25.9
PG_03930,substation,plain,1,low,0.5,low,2.7,82,medium,8,4.77,135,189.02,25,30.1
PG_03931,underground_cable,coastal,3,high,3.0,high,3.7,89,high,8,4.11,203,278.51,37,50.1
PG_03932,underground_cable,urban,2,medium,1.5,low,3.3,80,high,6,4.13,138,223.15,33,42.6
PG_03933,substation,hilly,4,high,3.0,medium,3.2,84,low,2,1.11,116,141.28,16,23.2
PG_03934,overhead_line,forest,5,high,3.0,high,3.5,73,medium,1,1.05,63,78.42,30,42.6
PG_03935,overhead_line,urban,2,medium,1.5,medium,3.6,77,high,7,4.39,93,130.71,36,46.8
PG_03936,overhead_line,hilly,4,low,0.5,high,3.6,71,medium,10,1.92,69,82.31,36,46.3
PG_03937,overhead_line,plain,1,low,0.5,medium,2.7,74,low,11,1.37,113,123.97,30,34.6
PG_03938,overhead_line,plain,1,high,3.0,medium,3.0,59,medium,11,2.3,123,143.36,27,35.1
PG_03939,underground_cable,plain,1,medium,1.5,medium,4.9,89,low,1,2.12,122,128.01,29,34.1
PG_03940,substation,forest,5,low,0.5,high,3.7,60,low,5,2.62,163,197.48,14,19.9
PG_03941,overhead_line,coastal,3,high,3.0,high,4.8,73,medium,5,2.75,112,130.32,19,27.2
PG_03942,overhead_line,coastal,3,high,3.0,high,4.8,82,high,2,2.49,60,73.97,18,24.4
PG_03943,underground_cable,plain,1,low,0.5,high,3.4,61,high,9,3.79,121,155.72,20,25.3
PG_03944,overhead_line,plain,1,medium,1.5,medium,4.3,91,low,7,4.64,148,164.24,25,30.6
PG_03945,overhead_line,hilly,4,low,0.5,high,5.0,61,low,9,3.99,109,125.27,28,38.3
PG_03946,overhead_line,urban,2,high,3.0,high,4.2,86,medium,11,2.32,72,77.65,35,42.9
PG_03947,underground_cable,urban,2,low,0.5,low,3.1,94,medium,1,1.37,246,331.34,31,35.4
PG_03948,overhead_line,forest,5,low,0.5,low,2.9,80,low,3,1.91,136,198.03,35,46.3
PG_03949,substation,plain,1,low,0.5,medium,4.0,80,high,3,1.91,100,127.82,14,16.6
PG_03950,substation,forest,5,medium,1.5,medium,2.7,69,low,1,1.45,153,192.88,15,21.3
PG_03951,substation,forest,5,high,3.0,low,4.2,62,high,12,1.42,123,202.42,15,22.9
PG_03952,overhead_line,forest,5,medium,1.5,high,4.5,68,medium,2,1.15,115,140.64,18,25.6
PG_03953,substation,hilly,4,medium,1.5,low,5.0,69,medium,10,1.08,155,217.93,22,29.8
PG_03954,substation,coastal,3,high,3.0,medium,3.6,76,medium,4,2.56,180,225.77,14,20.6
PG_03955,underground_cable,coastal,3,low,0.5,medium,3.2,61,high,2,1.76,143,199.48,38,48.7
PG_03956,substation,coastal,3,high,3.0,low,2.7,61,high,2,1.77,104,167.34,20,28.2
PG_03957,overhead_line,coastal,3,high,3.0,medium,3.3,68,medium,10,2.06,136,166.03,23,31.4
PG_03958,substation,urban,2,high,3.0,low,5.0,69,low,4,3.05,105,134.82,22,30.2
PG_03959,substation,forest,5,high,3.0,medium,3.4,92,low,5,2.84,93,117.31,16,23.7
PG_03960,substation,urban,2,medium,1.5,medium,2.7,84,high,11,1.27,165,219.15,25,30.2
PG_03961,substation,coastal,3,low,0.5,medium,4.0,87,low,3,1.35,104,119.55,24,29.4
PG_03962,underground_cable,urban,2,high,3.0,high,3.7,91,high,6,4.21,193,253.0,39,50.2
PG_03963,overhead_line,plain,1,medium,1.5,low,4.5,89,high,4,2.54,98,142.95,27,32.3
PG_03964,substation,urban,2,high,3.0,low,3.5,62,medium,2,2.41,137,187.18,20,27.4
PG_03965,overhead_line,forest,5,low,0.5,medium,4.0,71,medium,7,3.92,88,121.43,30,42.7
PG_03966,underground_cable,coastal,3,medium,1.5,medium,3.0,81,medium,8,4.68,139,181.66,42,55.5
PG_03967,overhead_line,urban,2,high,3.0,low,4.0,84,low,6,4.21,87,115.71,18,24.9
PG_03968,substation,hilly,4,medium,1.5,high,2.7,57,high,3,1.66,83,111.56,23,30.9
PG_03969,underground_cable,coastal,3,low,0.5,low,3.0,83,high,1,1.02,175,274.9,31,37.5
PG_03970,substation,plain,1,high,3.0,medium,3.1,82,medium,3,1.94,100,113.95,24,29.8
PG_03971,overhead_line,hilly,4,low,0.5,high,4.3,89,high,10,2.23,78,103.5,31,39.2
PG_03972,substation,urban,2,medium,1.5,low,5.0,70,high,1,2.47,149,221.42,22,28.2
PG_03973,substation,coastal,3,high,3.0,medium,2.5,70,medium,3,1.95,113,142.89,22,30.5
PG_03974,substation,forest,5,low,0.5,high,4.5,78,low,7,3.99,168,206.02,25,35.2
PG_03975,underground_cable,hilly,4,medium,1.5,medium,3.5,62,high,6,3.8,242,358.65,41,57.0
PG_03976,substation,hilly,4,low,0.5,medium,4.1,91,high,11,1.56,115,160.41,15,19.0
PG_03977,overhead_line,coastal,3,medium,1.5,high,3.8,61,low,12,1.79,129,138.83,35,44.7
PG_03978,overhead_line,forest,5,medium,1.5,low,3.1,59,medium,12,2.44,82,125.21,22,31.3
PG_03979,overhead_line,forest,5,medium,1.5,low,2.6,73,high,3,2.1,67,115.76,18,25.3
PG_03980,underground_cable,urban,2,low,0.5,high,4.7,77,high,8,4.16,238,313.08,27,34.9
PG_03981,overhead_line,plain,1,medium,1.5,medium,2.6,94,low,7,4.63,69,82.47,22,27.9
PG_03982,underground_cable,urban,2,low,0.5,low,4.6,66,high,2,1.97,128,189.74,28,34.3
PG_03983,overhead_line,plain,1,low,0.5,low,4.1,77,low,7,4.12,143,189.9,32,40.0
PG_03984,underground_cable,hilly,4,high,3.0,high,2.6,77,medium,5,2.94,151,188.46,26,36.5
PG_03985,substation,coastal,3,low,0.5,low,3.4,80,low,12,1.36,109,147.09,21,26.3
PG_03986,underground_cable,coastal,3,high,3.0,high,5.0,80,medium,11,2.09,165,181.22,28,36.5
PG_03987,overhead_line,plain,1,medium,1.5,medium,3.4,61,high,6,4.79,115,159.37,33,43.3
PG_03988,underground_cable,forest,5,medium,1.5,high,2.6,88,high,5,3.44,193,279.81,20,27.8
PG_03989,substation,urban,2,high,3.0,low,2.9,90,low,4,2.64,110,148.83,23,30.5
PG_03990,overhead_line,forest,5,low,0.5,high,3.0,59,medium,4,2.81,129,164.49,36,49.6
PG_03991,substation,plain,1,high,3.0,medium,3.9,79,high,8,4.39,86,117.5,25,33.7
PG_03992,overhead_line,hilly,4,high,3.0,low,3.4,78,high,3,1.36,136,218.9,18,25.4
PG_03993,substation,plain,1,low,0.5,low,4.1,69,low,4,3.19,98,123.37,23,27.8
PG_03994,substation,urban,2,low,0.5,low,2.8,75,high,12,2.23,91,141.51,26,31.5
PG_03995,overhead_line,urban,2,high,3.0,high,3.2,72,high,4,3.49,119,155.79,33,43.7
PG_03996,underground_cable,hilly,4,medium,1.5,medium,4.0,89,high,7,3.78,144,210.15,33,44.2
PG_03997,overhead_line,urban,2,medium,1.5,low,4.1,76,medium,4,2.92,79,107.81,19,24.4
PG_03998,substation,urban,2,medium,1.5,medium,4.1,84,high,4,2.92,133,176.52,18,22.9
PG_03999,substation,forest,5,low,0.5,low,3.2,73,medium,7,3.65,119,188.12,28,39.0
PG_04000,overhead_line,forest,5,high,3.0,high,4.0,85,high,9,4.65,123,178.24,20,30.2
PG_04001,substation,urban,2,low,0.5,low,4.7,83,low,1,2.11,83,102.3,24,28.2
PG_04002,underground_cable,forest,5,medium,1.5,low,4.9,60,medium,8,4.13,231,348.82,33,47.4
PG_04003,overhead_line,coastal,3,high,3.0,medium,2.7,69,medium,6,5.0,117,153.74,26,37.0
PG_04004,overhead_line,urban,2,high,3.0,low,3.2,82,medium,11,1.77,116,160.74,26,33.9
PG_04005,overhead_line,urban,2,high,3.0,low,3.2,74,low,11,2.12,146,191.85,26,34.2
PG_04006,substation,urban,2,medium,1.5,medium,4.0,56,high,5,3.05,175,232.86,20,26.4
PG_04007,underground_cable,plain,1,medium,1.5,high,4.4,57,high,4,2.9,141,171.69,34,42.7
PG_04008,overhead_line,urban,2,medium,1.5,high,2.9,95,medium,12,2.48,108,123.42,31,37.1
PG_04009,overhead_line,coastal,3,high,3.0,high,3.3,63,high,2,1.29,130,166.91,27,36.2
PG_04010,substation,urban,2,high,3.0,low,2.5,63,high,3,1.57,142,223.63,19,26.2
PG_04011,underground_cable,urban,2,high,3.0,medium,3.1,94,low,9,4.52,211,254.66,31,41.0
PG_04012,overhead_line,hilly,4,medium,1.5,medium,4.4,81,low,8,3.52,143,178.07,24,33.4
PG_04013,underground_cable,urban,2,low,0.5,low,5.0,88,high,12,1.88,211,309.32,29,34.2
PG_04014,overhead_line,plain,1,medium,1.5,low,3.8,65,medium,12,2.1,109,139.2,21,25.5
PG_04015,underground_cable,coastal,3,medium,1.5,high,3.1,95,low,4,2.87,236,270.18,20,25.9
PG_04016,overhead_line,coastal,3,medium,1.5,medium,2.7,86,low,4,3.07,122,146.78,36,45.6
PG_04017,underground_cable,urban,2,high,3.0,medium,3.3,81,low,2,1.61,202,227.41,35,44.0
PG_04018,overhead_line,plain,1,medium,1.5,low,4.3,60,medium,10,2.45,123,160.12,25,31.3
PG_04019,overhead_line,hilly,4,medium,1.5,high,3.5,91,high,9,3.91,102,144.64,36,48.5
PG_04020,underground_cable,coastal,3,medium,1.5,high,3.9,78,low,7,3.98,194,222.8,23,31.0
PG_04021,substation,forest,5,high,3.0,high,4.7,82,high,7,4.89,149,211.81,28,41.2
PG_04022,substation,hilly,4,medium,1.5,medium,4.6,79,medium,12,2.47,97,120.28,23,30.7
PG_04023,substation,plain,1,medium,1.5,high,4.6,59,high,1,2.11,168,196.48,23,28.4
PG_04024,underground_cable,coastal,3,high,3.0,medium,4.9,83,low,4,2.66,234,268.44,39,51.3
PG_04025,underground_cable,urban,2,high,3.0,high,2.7,67,high,7,3.81,143,193.95,36,48.8
PG_04026,overhead_line,coastal,3,high,3.0,medium,4.0,65,low,6,4.27,121,147.26,31,44.0
PG_04027,underground_cable,coastal,3,low,0.5,low,3.8,71,low,1,1.65,181,236.98,31,38.3
PG_04028,substation,urban,2,medium,1.5,medium,4.9,74,medium,10,1.7,94,106.17,18,22.7
PG_04029,overhead_line,forest,5,medium,1.5,medium,3.0,72,medium,9,3.73,93,127.96,22,31.7
PG_04030,overhead_line,plain,1,low,0.5,high,2.6,58,high,4,3.36,61,77.79,34,41.7
PG_04031,overhead_line,plain,1,high,3.0,low,3.7,78,low,8,3.98,106,141.46,33,43.5
PG_04032,underground_cable,forest,5,high,3.0,medium,2.6,57,medium,6,3.95,191,267.84,38,56.8
PG_04033,overhead_line,coastal,3,medium,1.5,low,4.2,87,medium,3,2.06,112,151.48,30,36.8
PG_04034,substation,plain,1,high,3.0,medium,4.4,70,medium,4,2.52,140,161.08,25,32.8
PG_04035,underground_cable,forest,5,high,3.0,high,4.7,80,medium,8,4.52,178,227.91,29,43.0
PG_04036,underground_cable,coastal,3,medium,1.5,medium,3.8,57,low,12,1.88,176,205.04,23,30.9
PG_04037,underground_cable,forest,5,medium,1.5,high,4.7,88,low,12,1.91,233,261.8,25,33.0
PG_04038,substation,hilly,4,medium,1.5,high,3.4,57,high,10,2.39,143,188.96,23,30.9
PG_04039,underground_cable,coastal,3,high,3.0,low,3.5,83,low,2,1.24,238,312.76,37,47.1
